sgg_cd,legal_dong,bjdong_cd
47130,외동읍 모화리,25922
47130,외동읍 입실리,25921
47130,용강동,12500
47130,천북면 동산리,38025
47130,충효동,11400
47130,현곡면 금장리,36027
47130,황성동,12400
47130,황오동,10500
47150,교동,10900
47150,남산동,10600
47150,다수동,11200
47150,대항면 복전리,38027
47150,대항면 향천리,38021
47150,덕곡동,11600
47150,모암동,10300
47150,문당동,11100
47150,부곡동,11400
47150,삼락동,11000
47150,성내동,10400
47150,신음동,10800
47150,아포읍 국사리,25028
47150,아포읍 송천리,25029
47150,어모면 중왕리,36021
47150,율곡동,12000
47150,응명동,11800
47150,지좌동,11500
47150,평화동,10500
47170,금곡동,12600
47170,길안면 천지리,39021
47170,노하동,13500
47170,당북동,12100
47170,동문동,11100
47170,목성동,12400
47170,법상동,12500
47170,북문동,10300
47170,북후면 옹천리,32021
47170,서후면 교리,33028
47170,서후면 명리,33029
47170,송천동,13700
47170,송현동,13600
47170,신세동,10800
47170,신안동,10500
47170,안기동,12800
47170,안막동,13200
47170,옥동,13300
47170,용상동,11000
47170,운안동,12900
47170,율세동,10600
47170,이천동,13400
47170,정상동,13900
47170,정하동,14000
47170,태화동,12200
47170,평화동,12700
47170,풍산읍 노리,25030
47170,풍산읍 안교리,25021
47170,풍천면 갈전리,34021
47190,고아읍 관심리,25321
47190,고아읍 문성리,25332
47190,광평동,11400
47190,구평동,12000
47190,남통동,10800
47190,도량동,10300
47190,봉곡동,10400
47190,비산동,11200
47190,사곡동,11500
47190,산동읍 봉산리,25626
47190,산동읍 신당리,25625
47190,산동읍 인덕리,25628
47190,상모동,11600
47190,선산읍 교리,25029
47190,선산읍 노상리,25023
47190,선산읍 완전리,25021
47190,선산읍 이문리,25024
47190,송정동,11000
47190,신평동,11100
47190,오태동,11800
47190,옥계동,12800
47190,원평동,10100
47190,인의동,12200
47190,임수동,12500
47190,임은동,11700
47190,장천면 상장리,36021
47190,지산동,10200
47190,진평동,12300
47190,형곡동,10900
47190,황상동,12100
47210,가흥동,10500
47210,순흥면 읍내리,37024
47210,영주동,10100
47210,조암동,11100
47210,풍기읍 교촌리,25028
47210,풍기읍 동부리,25022
47210,풍기읍 서부리,25029
47210,풍기읍 성내리,25021
47210,하망동,10300
47210,휴천동,10400
47230,고경면 단포리,38021
47230,교촌동,10700
47230,금노동,11200
47230,금호읍 교대리,25021
47230,금호읍 냉천리,25027
47230,금호읍 덕성리,25022
47230,도동,11100
47230,망정동,10200
47230,문외동,10500
47230,성내동,10900
47230,신녕면 완전리,32028
47230,야사동,10300
47230,오수동,12400
47230,완산동,11300
47230,화룡동,11000
47250,가장동,11300
47250,계산동,13000
47250,공성면 이화리,35026
47250,낙양동,11000
47250,남성동,10700
47250,냉림동,10500
47250,만산동,13300
47250,무양동,10900
47250,복룡동,10400
47250,서문동,10800
47250,성동동,10200
47250,신봉동,11200
47250,죽전동,13200
47250,함창읍 구향리,25021
47250,헌신동,12300
47250,화산동,12900
47250,화서면 달천리,41023
47280,가은읍 왕능리,25321
47280,공평동,10900
47280,마성면 외어리,36027
47280,모전동,11000
47280,문경읍 교촌리,25023
47280,문경읍 상리,25021
47280,문경읍 하리,25022
47280,영신동,10200
47280,점촌동,10100
47280,흥덕동,10300
47290,계양동,11600
47290,대평동,11200
47290,백천동,10600
47290,사동,12600
47290,사정동,10800
47290,삼남동,10100
47290,삼북동,10200
47290,상방동,10500
47290,서상동,10300
47290,압량읍 가일리,25631
47290,압량읍 부적리,25621
47290,압량읍 신대리,25622
47290,옥곡동,10700
47290,옥산동,10900
47290,와촌면 소월리,31021
47290,유곡동,12200
47290,임당동,11400
47290,자인면 동부리,33021
47290,자인면 북사리,33023
47290,자인면 서부리,33022
47290,정평동,11100
47290,조영동,11800
47290,중방동,11700
47290,진량읍 보인리,25323
47290,진량읍 봉회리,25324
47290,진량읍 부기리,25326
47290,진량읍 선화리,25322
47290,진량읍 신상리,25321
47290,진량읍 평사리 (平沙),25332
47290,평산동,12500
47290,하양읍 금락리,25021
47290,하양읍 동서리,25022
47730,다인면 서릉리,44036
47730,봉양면 화전리,38040
47730,안계면 용기리,43030
47730,의성읍 상리리,25023
47730,의성읍 중리리,25022
47730,의성읍 후죽리,25021
47750,부남면 감연리,32030
47750,진보면 각산리,37045
47750,진보면 이촌리,37037
47750,진보면 진안리,37036
47750,청송읍 금곡리,25023
47750,청송읍 월막리,25021
47750,현동면 도평리,33028
47750,현서면 구산리,34043
47760,영양읍 동부리,25021
47760,영양읍 서부리,25022
47760,입암면 산해리,31042
47770,강구면 금호리,31038
47770,강구면 삼사리,31033
47770,강구면 오포리,31032
47770,강구면 원직리,31041
47770,강구면 화전리,31034
47770,남정면 원척리,32049
47770,병곡면 병곡리,37038
47770,영덕읍 남석리,25023
47770,영덕읍 덕곡리,25024
47770,영덕읍 우곡리,25027
47770,영덕읍 화개리,25022
47770,영해면 괴시리,36031
47770,영해면 벌영리,36035
47770,영해면 성내리,36030
47770,축산면 축산리,35032
47820,각남면 구곡리,31034
47820,금천면 동곡리,36031
47820,청도읍 고수리,25321
47820,청도읍 원정리,25329
47820,풍각면 봉기리,32034
47820,풍각면 송서리,32033
47820,화양읍 범곡리,25027
47830,다산면 평리리,34031
47830,대가야읍 고아리,25322
47830,대가야읍 연조리,25325
47830,대가야읍 장기리,25324
47830,대가야읍 지산리,25326
47830,대가야읍 쾌빈리,25321
47830,대가야읍 헌문리,25323
47830,쌍림면 하거리,37041
47840,가천면 창천리,34030
47840,선남면 도성리,31038
47840,성주읍 경산리,25021
47840,성주읍 백전리,25029
47840,성주읍 성산리,25024
47840,성주읍 예산리,25028
47840,초전면 대장리,38032
47850,기산면 영리,37030
47850,동명면 금암리,32030
47850,동명면 기성리,32036
47850,동명면 남원리,32034
47850,북삼읍 숭오리,25324
47850,북삼읍 인평리,25325
47850,석적읍 남율리,25623
47850,석적읍 중리,25622
47850,약목면 남계리,36030
47850,약목면 복성리,36028
47850,왜관읍 석전리,25022
47850,왜관읍 왜관리,25021
47850,지천면 신리,31036
47900,예천읍 남본리,25025
47900,예천읍 대심리,25027
47900,예천읍 동본리,25024
47900,예천읍 백전리,25023
47900,예천읍 서본리,25026
47900,예천읍 청복리,25032
47900,용궁면 읍부리,38021
47900,지보면 암천리,40027
47900,호명읍 금능리,25324
47900,호명읍 산합리,25330
47920,봉화읍 내성리,25031
47920,봉화읍 삼계리,25022
47920,봉화읍 해저리,25026
47920,춘양면 서벽리,34027
47920,춘양면 의양리,34021
47930,근남면 노음리,33021
47930,기성면 척산리,35021
47930,북면 부구리,31021
47930,온정면 소태리,36021
47930,울진읍 고성리,25026
47930,울진읍 연지리,25023
47930,울진읍 읍내리,25021
47930,죽변면 봉평리,37024
47930,죽변면 죽변리,37021
47930,죽변면 후정리,37022
47930,후포면 금음리,38023
47930,후포면 삼율리,38022
47930,후포면 후포리,38021
47940,울릉읍 저동리,25025
48121,대산면 가술리,32024
48121,대산면 제동리,32025
48121,도계동,10500
48121,동읍 단계리,25029
48121,동읍 송정리,25027
48121,동읍 신방리,25033
48121,동읍 용잠리,25032
48121,동읍 용정리,25028
48121,동정동,10600
48121,명서동,12400
48121,봉곡동,12700
48121,북동,10100
48121,북면 무곡리,31031
48121,북면 신촌리,31036
48121,사림동,12500
48121,서상동,10300
48121,소계동,10700
48121,소답동,10400
48121,중동,10200
48121,팔용동,12900
48123,가음동,13100
48123,가음정동,10300
48123,내동,11100
48123,대원동,13700
48123,상남동,12700
48123,성주동,12800
48123,신월동,13600
48123,신촌동,12300
48123,안민동,11000
48123,용호동,13500
48123,중앙동,12500
48125,교방동,10200
48125,대성동1가,10600
48125,대외동,10800
48125,대창동,10900
48125,동성동,11100
48125,부림동,11700
48125,산호동,11800
48125,상남동,11900
48125,서성동,12000
48125,신창동,12400
48125,신포동2가,12600
48125,예곡동,13600
48125,오동동,13700
48125,완월동,12800
48125,우산동,13800
48125,월남동1가,12900
48125,월남동3가,13100
48125,월남동4가,13200
48125,월영동,13400
48125,월포동,13500
48125,자산동,14000
48125,중앙동1가,14700
48125,중앙동2가,14800
48125,중앙동3가,14900
48125,진동면 고현리,32021
48125,진동면 요장리,32025
48125,진동면 진동리,32024
48125,진북면 지산리,33021
48125,창동,15000
48125,창포동3가,15300
48125,청계동,15400
48125,추산동,15500
48125,해운동,15800
48125,홍문동,16000
48127,구암동,10100
48127,내서읍 감천리,25030
48127,내서읍 삼계리,25028
48127,내서읍 상곡리,25026
48127,내서읍 신감리,25029
48127,내서읍 용담리,25024
48127,내서읍 원계리,25027
48127,내서읍 중리,25025
48127,내서읍 호계리,25023
48127,봉암동,10300
48127,석전동,10400
48127,양덕동,10500
48127,합성동,10600
48127,회성동,10700
48127,회원동,10800
48129,가주동,16500
48129,경화동,13900
48129,광화동,12400
48129,대영동,11200
48129,대죽동,11700
48129,대흥동,13300
48129,덕산동,14300
48129,두동,16100
48129,마천동,15800
48129,북부동,14700
48129,서중동,14900
48129,석동,14000
48129,속천동,11600
48129,여좌동,13700
48129,용원동,16400
48129,이동,14100
48129,익선동,12100
48129,인사동,13600
48129,자은동,14200
48129,제황산동,11500
48129,죽곡동,15500
48129,중앙동,12600
48129,중평동,12800
48129,창선동,12200
48129,충무동,13500
48129,충의동,10800
48129,태백동,13800
48129,태평동,10700
48129,풍호동,14400
48129,행암동,14600
48129,화천동,13100
48129,회현동,12000
48170,가좌동,13100
48170,강남동,10300
48170,계동,11200
48170,금산면 송백리,41025
48170,금산면 장사리,41027
48170,내동면 신율리,31022
48170,대곡면 광석리,40022
48170,망경동,10100
48170,명석면 우수리,44031
48170,봉곡동,11300
48170,상대동,11900
48170,상봉동,11400
48170,상평동,12100
48170,수정동,11600
48170,신안동,12500
48170,옥봉동,11800
48170,이현동,12700
48170,인사동,10800
48170,일반성면 개암리,36023
48170,일반성면 창촌리,36021
48170,장대동,11700
48170,정촌면 예하리,32025
48170,주약동,10200
48170,중안동,11100
48170,초전동,12200
48170,충무공동,13700
48170,칠암동,10400
48170,평거동,12600
48170,하대동,12000
48170,호탄동,13200
48220,광도면 노산리,34023
48220,광도면 안정리,34027
48220,광도면 죽림리,34024
48220,당동,11400
48220,도남동,11700
48220,도천동,10100
48220,동호동,10800
48220,명정동,10300
48220,무전동,11100
48220,문화동,10600
48220,미수동,11500
48220,봉평동,11600
48220,북신동,11000
48220,사량면 금평리,37021
48220,산양읍 남평리,25026
48220,산양읍 신전리,25022
48220,서호동,10200
48220,용남면 동달리,31022
48220,용남면 삼화리,31024
48220,용남면 장평리,31026
48220,용남면 화삼리,31021
48220,인평동,11300
48220,정량동,10900
48220,항남동,10400
48240,곤명면 금성리,36035
48240,곤명면 정곡리,36032
48240,곤양면 성내리,35021
48240,곤양면 송전리,35024
48240,동금동,10400
48240,벌리동,10800
48240,사남면 방지리,32023
48240,사남면 유천리,32024
48240,사남면 죽천리,32021
48240,사남면 초전리,32022
48240,사남면 화전리,32026
48240,사천읍 사주리,25025
48240,사천읍 선인리,25021
48240,사천읍 수석리,25024
48240,사천읍 정의리,25022
48240,사천읍 평화리,25023
48240,서동,10200
48240,서포면 구평리,37027
48240,선구동,10300
48240,용강동,10900
48240,용현면 덕곡리,33032
48240,용현면 송지리,33021
48240,용현면 신복리,33026
48240,좌룡동,10700
48240,죽림동,12700
48240,향촌동,11600
48250,관동동,13000
48250,내동,10800
48250,대동면 월촌리,37029
48250,대성동,10500
48250,대청동,12900
48250,동상동,10100
48250,무계동,12600
48250,봉황동,10400
48250,부원동,10300
48250,삼계동,10700
48250,삼방동,11900
48250,삼정동,11700
48250,생림면 봉림리,35023
48250,서상동,10200
48250,신문동,12700
48250,안동,12000
48250,어방동,11800
48250,외동,10900
48250,전하동,11500
48250,지내동,12100
48250,진례면 고모리,33030
48250,진례면 송정리,33023
48250,진례면 송현리,33028
48250,진례면 청천리,33021
48250,진례면 초전리,33024
48250,진영읍 내룡리,25031
48250,진영읍 설창리,25030
48250,진영읍 신용리,25029
48250,진영읍 여래리,25027
48250,진영읍 좌곤리,25025
48250,진영읍 진영리,25026
48250,풍유동,11100
48250,한림면 장방리,34028
48250,흥동,11000
48270,가곡동,10800
48270,교동,10300
48270,내이동,10200
48270,내일동,10100
48270,무안면 무안리,38021
48270,무안면 성덕리,38034
48270,부북면 춘화리,31035
48270,삼랑진읍 검세리,25027
48270,삼랑진읍 송지리,25021
48270,삼문동,10400
48270,상남면 예림리,36022
48270,용평동,10600
48270,하남읍 수산리,25321
48310,거제면 동상리,34029
48310,거제면 서상리,34027
48310,거제면 서정리,34026
48310,거제면 오수리,34030
48310,고현동,10900
48310,남부면 갈곶리,33025
48310,능포동,10100
48310,덕포동,10700
48310,동부면 가배리,32026
48310,둔덕면 하둔리,35026
48310,사등면 사곡리,36021
48310,사등면 성포리,36023
48310,사등면 창호리,36028
48310,상동동,11000
48310,수월동,11400
48310,아주동,10500
48310,양정동,11300
48310,연초면 송정리,37030
48310,연초면 연사리,37023
48310,연초면 오비리,37022
48310,연초면 죽토리,37024
48310,연초면 한내리,37021
48310,옥포동,10600
48310,일운면 구조라리,31022
48310,일운면 소동리,31025
48310,일운면 옥림리,31026
48310,일운면 지세포리,31024
48310,장목면 외포리,39029
48310,장목면 장목리,39026
48310,장승포동,10200
48310,장평동,10800
48310,하청면 하청리,38024
48330,교동,11000
48330,남부동,10200
48330,다방동,10100
48330,덕계동,12000
48330,동면 금산리,31027
48330,동면 석산리,31026
48330,명곡동,10500
48330,명동,11500
48330,물금읍 가촌리,25323
48330,물금읍 물금리,25321
48330,물금읍 범어리,25324
48330,북부동,10400
48330,북정동,10700
48330,삼호동,11400
48330,상북면 석계리,33021
48330,상북면 소토리,33023
48330,소주동,11700
48330,신기동,10600
48330,어곡동,11200
48330,용당동,11300
48330,원동면 서룡리,32027
48330,중부동,10300
48330,평산동,11900
48330,하북면 순지리,34021
48330,하북면 용연리,34028
48330,하북면 지산리,34022
48720,부림면 신반리,39021
48720,의령읍 동동리,25023
48720,의령읍 서동리,25021
48720,의령읍 하리,25030
48720,칠곡면 신포리,32023
48730,가야읍 도항리,25024
48730,가야읍 말산리,25021
48730,군북면 덕대리,32021
48730,군북면 월촌리,32032
48730,군북면 중암리,32022
48730,대산면 구혜리,34027
48730,칠서면 대치리,35026
48730,칠원읍 구성리,25321
48730,칠원읍 예곡리,25326
48730,칠원읍 오곡리,25325
48730,칠원읍 용정리,25327
48730,함안면 봉성리,31021
48730,함안면 북촌리,31022
48740,계성면 신당리,37023
48740,고암면 중대리,31021
48740,남지읍 남지리,25321
48740,남지읍 마산리,25322
48740,대지면 효정리,36025
48740,부곡면 거문리,42022
48740,부곡면 부곡리,42021
48740,영산면 교리,38023
48740,영산면 서리,38021
48740,영산면 성내리,38024
48740,영산면 죽사리,38026
48740,이방면 거남리,34030
48740,창녕읍 교리,25022
48740,창녕읍 교하리,25037
48740,창녕읍 말흘리,25023
48740,창녕읍 송현리,25021
48740,창녕읍 술정리,25025
48740,창녕읍 직교리,25026
48820,거류면 당동리,43021
48820,거류면 신용리,43022
48820,고성읍 기월리,25026
48820,고성읍 동외리,25024
48820,고성읍 서외리,25022
48820,고성읍 송학리,25025
48820,고성읍 수남리,25023
48820,고성읍 신월리,25035
48820,고성읍 율대리,25033
48820,하이면 덕호리,33021
48820,회화면 배둔리,40021
48840,고현면 이어리,37021
48840,남해읍 북변리,25021
48840,남해읍 서변리,25022
48840,남해읍 심천리,25026
48840,남해읍 아산리,25027
48840,남해읍 차산리,25024
48840,미조면 미조리,34022
48840,삼동면 지족리,33022
48840,상주면 상주리,32022
48840,서면 서호리,36023
48840,이동면 무림리,31024
48850,고전면 전도리,35024
48850,금남면 계천리,36030
48850,옥종면 청룡리,41021
48850,진교면 진교리,37021
48850,하동읍 비파리,25023
48850,하동읍 읍내리,25021
48850,화개면 탑리,31023
48860,금서면 매촌리,34021
48860,단성면 강누리,37022
48860,산청읍 옥산리,25022
48860,산청읍 지리,25023
48860,생초면 어서리,33021
48860,시천면 원리,36026
48860,신안면 갈전리,38028
48860,신안면 하정리,38021
48870,수동면 화산리,34021
48870,안의면 당본리,36022
48870,안의면 이전리,36023
48870,함양읍 교산리,25024
48870,함양읍 용평리,25022
48870,함양읍 운림리,25021
48870,함양읍 이은리,25029
48880,가조면 마상리,40028
48880,가조면 수월리,40029
48880,거창읍 가지리,25031
48880,거창읍 김천리,25025
48880,거창읍 대동리,25023
48880,거창읍 대평리,25024
48880,거창읍 상림리,25021
48880,거창읍 장팔리,25027
48880,거창읍 중앙리,25022
48890,대양면 정양리,41021
48890,삼가면 금리,43027
48890,율곡면 제내리,35033
48890,적중면 상부리,40028
48890,합천읍 영창리,25023
48890,합천읍 합천리,25021
50110,건입동,10700
50110,구좌읍 김녕리,25634
50110,구좌읍 덕천리,25624
50110,구좌읍 동복리,25621
50110,구좌읍 세화리,25628
50110,구좌읍 종달리,25632
50110,구좌읍 평대리,25633
50110,구좌읍 하도리,25631
50110,구좌읍 한동리,25630
50110,구좌읍 행원리,25627
50110,내도동,14000
50110,노형동,12200
50110,도남동,12900
50110,도두이동,12800
50110,도두일동,12700
50110,도련이동,13100
50110,도련일동,13000
50110,도평동,13800
50110,봉개동,11600
50110,삼도이동,10600
50110,삼도일동,10500
50110,삼양삼동,11500
50110,삼양이동,11400
50110,삼양일동,11300
50110,아라이동,11800
50110,아라일동,11700
50110,애월읍 고내리,25333
50110,애월읍 고성리,25329
50110,애월읍 곽지리,25337
50110,애월읍 광령리,25321
50110,애월읍 구엄리,25324
50110,애월읍 봉성리,25339
50110,애월읍 상귀리,25323
50110,애월읍 소길리,25328
50110,애월읍 수산리,25325
50110,애월읍 신엄리,25326
50110,애월읍 애월리,25334
50110,애월읍 유수암리,25342
50110,애월읍 장전리,25327
50110,애월읍 하가리,25330
50110,애월읍 하귀1리,25340
50110,애월읍 하귀2리,25341
50110,연동,13700
50110,영평동,13600
50110,오등동,13400
50110,오라삼동,12100
50110,오라이동,12000
50110,오라일동,11900
50110,외도이동,12400
50110,외도일동,12300
50110,용담삼동,11000
50110,용담이동,10900
50110,용담일동,10800
50110,우도면 연평리,33021
50110,월평동,13500
50110,이도이동,10400
50110,이도일동,10300
50110,이호이동,12600
50110,이호일동,12500
50110,일도이동,10200
50110,일도일동,10100
50110,조천읍 대흘리,25926
50110,조천읍 북촌리,25927
50110,조천읍 선흘리,25930
50110,조천읍 신촌리,25921
50110,조천읍 신흥리,25925
50110,조천읍 와흘리,25922
50110,조천읍 조천리,25923
50110,조천읍 함덕리,25924
50110,한경면 고산리,31023
50110,한경면 낙천리,31029
50110,한경면 용수리,31022
50110,한경면 저지리,31030
50110,한경면 청수리,31021
50110,한림읍 귀덕리,25021
50110,한림읍 금능리,25033
50110,한림읍 대림리,25023
50110,한림읍 동명리,25026
50110,한림읍 상대리,25029
50110,한림읍 수원리,25022
50110,한림읍 옹포리,25028
50110,한림읍 한림리,25024
50110,한림읍 한수리,25035
50110,한림읍 협재리,25031
50110,해안동,13900
50110,화북이동,11200
50110,화북일동,11100
50110,회천동,13300
50130,강정동,11600
50130,남원읍 남원리,25321
50130,남원읍 신흥리,25326
50130,남원읍 위미리,25327
50130,남원읍 태흥리,25322
50130,남원읍 하례리,25328
50130,대정읍 구억리,25030
50130,대정읍 동일리,25028
50130,대정읍 무릉리,25031
50130,대정읍 보성리,25029
50130,대정읍 상모리,25021
50130,대정읍 안성리,25023
50130,대정읍 하모리,25022
50130,대포동,11400
50130,도순동,11700
50130,동홍동,10500
50130,법환동,10200
50130,보목동,11000
50130,상예동,12000
50130,상효동,10700
50130,색달동,11900
50130,서귀동,10100
50130,서호동,10300
50130,서홍동,10600
50130,성산읍 고성리,25924
50130,성산읍 성산리,25921
50130,성산읍 수산리,25925
50130,성산읍 신산리,25927
50130,성산읍 신천리,25930
50130,성산읍 오조리,25922
50130,성산읍 온평리,25926
50130,신효동,10900
50130,안덕면 감산리,31023
50130,안덕면 덕수리,31026
50130,안덕면 동광리,31028
50130,안덕면 사계리,31025
50130,안덕면 상창리,31024
50130,안덕면 상천리,31030
50130,안덕면 서광리,31027
50130,안덕면 창천리,31022
50130,안덕면 화순리,31021
50130,월평동,11500
50130,중문동,11200
50130,토평동,11100
50130,표선면 가시리,32024
50130,표선면 세화리,32025
50130,표선면 표선리,32021
50130,표선면 하천리,32022
50130,하예동,12100
50130,하원동,11800
50130,하효동,10800
50130,호근동,10400
50130,회수동,11300
51110,교동,12200
51110,근화동,11700
51110,남면 박암리,34022
51110,남산면 방곡리,40026
51110,남산면 창촌리,40025
51110,동내면 신촌리,39022
51110,동내면 학곡리,39025
51110,동면 만천리,31022
51110,동면 지내리,31021
51110,봉의동,10100
51110,석사동,12400
51110,소양로1가,11300
51110,소양로4가,11600
51110,신북읍 율문리,25021
51110,신북읍 천전리,25022
51110,약사동,11100
51110,옥천동,10700
51110,온의동,12100
51110,요선동,10200
51110,운교동,11000
51110,조양동,10800
51110,퇴계동,12300
51110,효자동,11200
51110,후평동,12000
51130,개운동,10500
51130,단계동,11000
51130,단구동,10700
51130,명륜동,10600
51130,무실동,11500
51130,문막읍 건등리,25026
51130,문막읍 동화리,25022
51130,반곡동,11700
51130,봉산동,11300
51130,소초면 장양리,31023
51130,신림면 신림리,39021
51130,우산동,11100
51130,일산동,10800
51130,지정면 가곡리,33023
51130,지정면 신평리,33025
51130,태장동,11200
51130,학성동,10900
51130,행구동,11400
51130,흥업면 매지리,37022
51130,흥업면 흥업리,37021
51150,교동,11000
51150,구정면 여찬리,33021
51150,구정면 학산리,33022
51150,내곡동,11600
51150,노암동,12100
51150,대전동,13400
51150,명주동,10300
51150,사천면 미노리,36021
51150,사천면 사천진리,36025
51150,성남동,10800
51150,송정동,11400
51150,연곡면 영진리,37022
51150,옥계면 금진리,35029
51150,옥계면 현내리,35021
51150,옥천동,10900
51150,용강동,10700
51150,유천동,13100
51150,입암동,12500
51150,주문진읍 교항리,25022
51150,주문진읍 주문리,25021
51150,죽헌동,13300
51150,지변동,13200
51150,초당동,11200
51150,포남동,11100
51150,홍제동,10100
51150,회산동,11700
51170,구미동,11300
51170,귀운동,11900
51170,단봉동,11600
51170,동회동,10700
51170,묵호진동,12300
51170,발한동,11100
51170,부곡동,11000
51170,북평동,11200
51170,쇄운동,10900
51170,용정동,10400
51170,천곡동,10100
51190,문곡동,10500
51190,소도동,10700
51190,장성동,10200
51190,통동,11200
51190,황지동,10100
51210,교동,10600
51210,금호동,10400
51210,노학동,10700
51210,대포동,11000
51210,동명동,10200
51210,설악동,11200
51210,영랑동,10100
51210,장사동,11300
51210,조양동,10800
51210,중앙동,10300
51210,청학동,10500
51230,갈천동,10700
51230,교동,10600
51230,근덕면 교가리,31024
51230,남양동,12000
51230,당저동,10500
51230,도계읍 도계리,25030
51230,도계읍 마교리,25029
51230,도계읍 전두리,25033
51230,마달동,11000
51230,사직동,12100
51230,성남동,11900
51230,성내동,10100
51230,오분동,12200
51230,원당동,11800
51230,원덕읍 노곡리,25323
51230,원덕읍 옥원리,25325
51230,원덕읍 월천리,25327
51230,원덕읍 임원리,25322
51230,원덕읍 호산리,25326
51230,정상동,12500
51230,정하동,12600
51720,남면 양덕원리,36021
51720,북방면 상화계리,38021
51720,북방면 중화계리,38023
51720,북방면 하화계리,38037
51720,서석면 풍암리,34021
51720,홍천읍 갈마곡리,25024
51720,홍천읍 검율리,25025
51720,홍천읍 신장대리,25022
51720,홍천읍 연봉리,25029
51720,홍천읍 진리,25021
51720,홍천읍 하오안리,25030
51720,홍천읍 희망리,25023
51720,화촌면 성산리,31023
51730,둔내면 둔방내리,33022
51730,안흥면 안흥리,32021
51730,우천면 우항리,31031
51730,횡성읍 교항리,25035
51730,횡성읍 북천리,25023
51730,횡성읍 읍상리,25021
51730,횡성읍 읍하리,25022
51730,횡성읍 입석리,25036
51750,상동읍 구래리,25322
51750,상동읍 내덕리,25321
51750,영월읍 덕포리,25024
51750,영월읍 영흥리,25021
51750,영월읍 팔괴리,25030
51750,영월읍 하송리,25022
51750,주천면 주천리,36021
51760,대관령면 수하리,38025
51760,대관령면 용산리,38026
51760,대관령면 횡계리,38024
51760,대화면 대화리,33021
51760,대화면 신리,33022
51760,봉평면 면온리,34025
51760,봉평면 무이리,34026
51760,봉평면 원길리,34028
51760,봉평면 진조리,34024
51760,봉평면 창동리,34021
51760,봉평면 흥정리,34027
51760,용평면 용전리,35021
51760,용평면 이목정리,35022
51760,용평면 장평리,35027
51760,진부면 상진부리,36022
51760,진부면 하진부리,36021
51760,평창읍 종부리,25025
51760,평창읍 중리,25022
51760,평창읍 천변리,25024
51760,평창읍 하리,25023
51770,고한읍 고한리,25321
51770,남면 무릉리,32022
51770,북평면 북평리,34022
51770,사북읍 사북리,25622
51770,신동읍 조동리,25923
51770,임계면 봉산리,35026
51770,정선읍 봉양리,25021
51770,정선읍 애산리,25024
51780,갈말읍 군탄리,25624
51780,갈말읍 문혜리,25625
51780,갈말읍 신철원리,25621
51780,갈말읍 지포리,25622
51780,동송읍 이평리,25921
51780,서면 와수리,31022
51780,서면 자등리,31021
51780,철원읍 화지리,25021
51790,사내면 사창리,34021
51790,하남면 용암리,32026
51790,화천읍 상리,25024
51790,화천읍 신읍리,25025
51790,화천읍 아리,25021
51790,화천읍 중리,25023
51790,화천읍 하리,25022
51800,양구읍 상리,25021
51800,양구읍 송청리,25024
51800,양구읍 정림리,25032
51810,기린면 현리,33021
51810,남면 신남리,31021
51810,북면 용대리,32024
51810,북면 원통리,32021
51810,상남면 하남리,35022
51810,서화면 천도리,34021
51810,인제읍 남북리,25022
51810,인제읍 덕산리,25024
51810,인제읍 상동리,25021
51820,간성읍 상리,25025
51820,간성읍 신안리,25022
51820,거진읍 거진리,25321
51820,거진읍 반암리,25332
51820,토성면 봉포리,33035
51830,양양읍 구교리,25022
51830,양양읍 남문리,25021
51830,양양읍 서문리,25035
51830,양양읍 연창리,25025
51830,현남면 남애리,34038
51830,현북면 기사문리,33022
51830,현북면 중광정리,33029
51830,현북면 하광정리,33030
52111,경원동3가,10700
52111,고사동,11700
52111,교동,11800
52111,남노송동,12100
52111,다가동1가,11300
52111,동서학동,12500
52111,동완산동,12200
52111,삼천동1가,13700
52111,삼천동2가,13800
52111,삼천동3가,13900
52111,서노송동,14700
52111,서서학동,12600
52111,서신동,12900
52111,서완산동2가,12400
52111,원당동,13100
52111,중노송동,12000
52111,중앙동4가,10400
52111,중인동,13500
52111,중화산동1가,12700
52111,중화산동2가,12800
52111,태평동,11900
52111,평화동1가,13200
52111,평화동2가,13300
52111,효자동1가,14000
52111,효자동2가,14100
52111,효자동3가,14200
52113,금암동,10700
52113,덕진동1가,10500
52113,덕진동2가,10600
52113,만성동,13100
52113,반월동,12300
52113,산정동,11100
52113,송천동1가,12100
52113,송천동2가,12200
52113,여의동2가,13900
52113,우아동1가,11300
52113,우아동2가,11400
52113,우아동3가,11500
52113,인후동1가,10300
52113,인후동2가,10400
52113,장동,13200
52113,중동,13800
52113,진북동,10200
52113,팔복동1가,10800
52113,팔복동2가,10900
52130,경암동,13600
52130,경장동,13500
52130,구암동,13700
52130,나운동,14400
52130,대야면 지경리,35022
52130,동흥남동,13200
52130,문화동,11000
52130,미룡동,14500
52130,사정동,14000
52130,산북동,15100
52130,삼학동,11100
52130,서흥남동,13300
52130,소룡동,14600
52130,수송동,14100
52130,오식도동,14700
52130,옥서면 선연리,40022
52130,옥서면 옥봉리,40021
52130,장미동,12000
52130,장재동,12800
52130,조촌동,13400
52130,회현면 금광리,32022
52130,회현면 대정리,32023
52140,갈산동,10700
52140,금마면 동고도리,40021
52140,금마면 서고도리,40022
52140,금마면 신용리,40023
52140,남중동,11300
52140,동산동,11100
52140,마동,11200
52140,망성면 신작리,38021
